accountnumber,b2bcnt2y,model2score,sbfecardcount
a3P4u0000054oQ2EAI,-99999.0,222,-99.0
a3P4u0000054oQ7EAI,0.0,709,-99.0
a3P4u0000054oQCEAY,0.0,709,-99.0
a3P4u0000054oQHEAY,0.0,688,2.0
a3P4u0000054oQbEAI,0.0,706,-99.0
a3P4u0000054oQlEAI,0.0,672,-99.0
a3P4u0000054oQqEAI,0.0,717,1.0
a3P4u0000054oRKEAY,0.0,616,2.0
a3P4u0000054oRUEAY,-99999.0,222,-99.0
a3P4u0000054oRtEAI,1.0,738,0.0
a3P4u0000054oSIEAY,0.0,703,-99.0
a3P4u0000054oSNEAY,0.0,756,1.0
a3P4u0000054oShEAI,0.0,707,-99.0
a3P4u0000054oSrEAI,0.0,629,1.0
a3P4u0000054oSwEAI,0.0,751,-99.0
a3P4u0000054oT1EAI,0.0,642,-99.0
a3P4u0000054oTBEAY,-99999.0,222,-99.0
a3P4u0000054oTGEAY,0.0,704,-99.0
a3P4u0000054oTVEAY,0.0,655,-99.0
a3P4u0000054oTaEAI,2.0,683,-99.0
a3P4u0000054oTkEAI,0.0,636,-99.0
a3P4u0000054oTpEAI,-99999.0,737,0.0
a3P4u0000054oTuEAI,-99999.0,222,-99.0
a3P4u0000054oTzEAI,2.0,674,0.0
a3P4u0000054oU4EAI,1.0,765,1.0
a3P4u0000054oUJEAY,0.0,794,2.0
a3P4u0000054oUOEAY,0.0,690,-99.0
a3P4u0000054oUTEAY,0.0,736,-99.0
a3P4u0000054oUiEAI,0.0,673,-99.0
a3P4u0000054oYGEAY,1.0,756,3.0
a3P4u0000054oYLEAY,2.0,827,8.0
a3P4u0000054oYQEAY,0.0,668,-99.0
a3P4u0000054oYVEAY,0.0,694,-99.0
a3P4u0000054oYfEAI,0.0,707,-99.0
a3P4u0000054oYkEAI,2.0,676,-99.0
a3P4u0000054oYpEAI,-99999.0,222,-99.0
a3P4u0000054oZJEAY,-99999.0,222,-99.0
a3P4u0000054oZOEAY,1.0,706,-99.0
a3P4u0000054oZYEAY,-99999.0,222,-99.0
a3P4u0000054oZdEAI,0.0,648,1.0
a3P4u0000054oZiEAI,0.0,773,2.0
a3P4u0000054oZnEAI,-99999.0,222,-99.0
a3P4u0000054oaHEAQ,0.0,711,-99.0
a3P4u0000054oeYEAQ,0.0,701,-99.0
a3P4u0000054of2EAA,1.0,629,1.0
a3P4u0000054ofHEAQ,0.0,686,-99.0
a3P4u0000054ofREAQ,-99999.0,222,-99.0
a3P4u0000054ofqEAA,0.0,696,-99.0
a3P4u0000054ogAEAQ,0.0,744,1.0
a3P4u0000054ogFEAQ,-99999.0,222,-99.0
a3P4u0000054ogKEAQ,0.0,768,1.0
a3P4u0000054ogPEAQ,0.0,689,-99.0
a3P4u0000054ogZEAQ,0.0,690,-99.0
a3P4u0000054ogoEAA,0.0,686,-99.0
a3P4u0000054ogtEAA,0.0,732,1.0
a3P4u0000054ohIEAQ,0.0,528,-99.0
a3P4u0000054ohNEAQ,1.0,698,1.0
a3P4u0000054ohcEAA,0.0,684,1.0
a3P4u0000054ohmEAA,2.0,738,-99.0
a3P4u0000054ohrEAA,0.0,608,0.0
a3P4u0000054ohwEAA,0.0,690,-99.0
a3P4u0000054oi1EAA,0.0,663,-99.0
a3P4u0000054oi6EAA,0.0,703,-99.0
a3P4u0000054oiBEAQ,0.0,721,1.0
a3P4u0000054oiGEAQ,0.0,703,-99.0
a3P4u0000054oiLEAQ,0.0,737,1.0
a3P4u0000054oiQEAQ,0.0,623,-99.0
a3P4u0000054oiVEAQ,1.0,750,2.0
a3P4u0000054oikEAA,0.0,676,2.0
a3P4u0000054oipEAA,0.0,570,1.0
a3P4u0000054oiuEAA,1.0,699,-99.0
a3P4u0000054oizEAA,1.0,561,-99.0
a3P4u0000054oj4EAA,2.0,757,5.0
a3P4u0000054ojJEAQ,0.0,754,-99.0
a3P4u0000054ojTEAQ,1.0,716,-99.0
a3P4u0000054ojYEAQ,0.0,672,-99.0
a3P4u0000054ojsEAA,2.0,641,1.0
a3P4u0000054ok2EAA,1.0,727,1.0
a3P4u0000054okCEAQ,0.0,711,-99.0
a3P4u0000054okMEAQ,-99999.0,660,0.0
a3P4u0000054okREAQ,1.0,744,-99.0
a3P4u0000054oklEAA,0.0,640,1.0
a3P4u0000054ol0EAA,-99999.0,222,-99.0
a3P4u0000054olUEAQ,0.0,761,-99.0
a3P4u0000054olZEAQ,0.0,617,-99.0
a3P4u0000054oljEAA,0.0,727,-99.0
a3P4u0000054oltEAA,0.0,658,-99.0
a3P4u0000054olyEAA,0.0,638,3.0
a3P4u0000054om3EAA,0.0,645,1.0
a3P4u0000054omDEAQ,-99999.0,222,-99.0
a3P4u0000054omcEAA,0.0,660,-99.0
a3P4u0000054ommEAA,0.0,610,-99.0
a3P4u0000054omrEAA,0.0,752,-99.0
a3P4u0000054omwEAA,0.0,692,2.0
a3P4u0000054onBEAQ,0.0,830,5.0
a3P4u0000054onGEAQ,0.0,611,2.0
a3P4u0000054onLEAQ,1.0,774,2.0
a3P4u0000054onVEAQ,1.0,682,1.0
a3P4u0000054onaEAA,0.0,568,1.0
a3P4u0000054onfEAA,-99999.0,222,-99.0
a3P4u0000054onkEAA,2.0,709,0.0
a3P4u0000054onzEAA,0.0,704,-99.0
a3P4u0000054ooJEAQ,2.0,621,-99.0
a3P4u0000054ooOEAQ,0.0,695,-99.0
a3P4u0000054ooTEAQ,0.0,713,-99.0
a3P4u0000054oodEAA,0.0,696,-99.0
a3P4u0000054oosEAA,0.0,712,2.0
a3P4u0000054op7EAA,-99999.0,222,-99.0
a3P4u0000054opCEAQ,0.0,501,1.0
a3P4u0000054opPEAQ,1.0,664,2.0
a3P4u0000054opUEAQ,2.0,653,1.0
a3P4u0000054opeEAA,0.0,696,-99.0
a3P4u0000054opjEAA,-99999.0,222,-99.0
a3P4u0000054opvEAA,1.0,786,2.0
a3P4u0000054oq5EAA,-99999.0,222,-99.0
a3P4u0000054oqFEAQ,-99999.0,222,-99.0
a3P4u0000054oqKEAQ,0.0,686,-99.0
a3P4u0000054oqPEAQ,2.0,736,-99.0
a3P4u0000054oqUEAQ,0.0,543,-99.0
a3P4u0000054oqeEAA,0.0,663,1.0
a3P4u0000054oqoEAA,0.0,679,-99.0
a3P4u0000054oqyEAA,0.0,795,2.0
a3P4u0000054or3EAA,0.0,700,-99.0
a3P4u0000054or8EAA,0.0,715,-99.0
a3P4u0000054orIEAQ,3.0,712,0.0
a3P4u0000054orNEAQ,0.0,705,-99.0
a3P4u0000054orSEAQ,-99999.0,222,-99.0
a3P4u0000054orXEAQ,0.0,682,-99.0
a3P4u0000054orcEAA,-99999.0,222,-99.0
a3P4u0000054orwEAA,0.0,738,-99.0
a3P4u0000054osXEAQ,0.0,683,-99.0
a3P4u0000054oscEAA,0.0,715,-99.0
a3P4u0000054oshEAA,1.0,749,1.0
a3P4u0000054ot6EAA,-99999.0,222,-99.0
a3P4u0000054otfEAA,0.0,767,-99.0
a3P4u0000054otuEAA,-99999.0,222,-99.0
a3P4u0000054otzEAA,12.0,875,4.0
a3P4u0000054ouTEAQ,0.0,695,-99.0
a3P4u0000054ouYEAQ,0.0,681,-99.0
a3P4u0000054ounEAA,-99999.0,222,-99.0
a3P4u0000054ousEAA,0.0,670,-99.0
a3P4u0000054ov2EAA,-99999.0,654,1.0
a3P4u0000054ov7EAA,0.0,668,-99.0
a3P4u0000054ovWEAQ,7.0,501,2.0
a3P4u0000054ovbEAA,1.0,501,1.0
a3P4u0000054owAEAQ,-99999.0,222,-99.0
a3P4u0000054owKEAQ,0.0,634,-99.0
a3P4u0000054owPEAQ,1.0,501,1.0
a3P4u0000054owUEAQ,1.0,597,0.0
a3P4u0000054owZEAQ,1.0,619,-99.0
a3P4u0000054ox8EAA,0.0,685,-99.0
a3P4u0000054oxNEAQ,0.0,674,-99.0
a3P4u0000054oxSEAQ,0.0,731,1.0
a3P4u0000054oxXEAQ,2.0,699,-99.0
a3P4u0000054oxcEAA,0.0,734,-99.0
a3P4u0000054oxrEAA,0.0,707,1.0
a3P4u0000054oy6EAA,0.0,686,0.0
a3P4u0000054oyGEAQ,0.0,686,-99.0
a3P4u0000054oyVEAQ,0.0,707,-99.0
a3P4u0000054oyfEAA,0.0,698,-99.0
a3P4u0000054oykEAA,-99999.0,222,-99.0
a3P4u0000054oypEAA,4.0,645,-99.0
a3P4u0000054ozEEAQ,0.0,706,1.0
a3P4u0000054ozJEAQ,0.0,706,1.0
a3P4u0000054ozYEAQ,0.0,658,-99.0
a3P4u0000054ozdEAA,1.0,658,-99.0
a3P4u0000054p31EAA,0.0,724,1.0
a3P4u0000054p36EAA,0.0,721,2.0
a3P4u0000054p3GEAQ,0.0,774,5.0
a3P4u0000054p3uEAA,1.0,577,-99.0
a3P4u0000054p4TEAQ,1.0,704,1.0
a3P4u0000054p4iEAA,2.0,501,3.0
a3P4u0000054p4sEAA,0.0,730,-99.0
a3P4u0000054p5CEAQ,0.0,695,-99.0
a3P4u0000054p5HEAQ,0.0,557,1.0
a3P4u0000054p5MEAQ,0.0,726,1.0
a3P4u0000054p5WEAQ,1.0,670,-99.0
a3P4u0000054p5lEAA,0.0,704,-99.0
a3P4u0000054p65EAA,0.0,690,-99.0
a3P4u0000054p6KEAQ,0.0,677,-99.0
a3P4u0000054p6oEAA,0.0,698,-99.0
a3P4u0000054p6yEAA,0.0,745,0.0
a3P4u0000054p73EAA,0.0,607,1.0
a3P4u0000054p7IEAQ,0.0,703,-99.0
a3P4u0000054p7NEAQ,2.0,745,1.0
a3P4u0000054p7SEAQ,1.0,785,4.0
a3P4u0000054p7XEAQ,0.0,616,1.0
a3P4u0000054p7hEAA,2.0,792,14.0
a3P4u0000054p7mEAA,1.0,724,0.0
a3P4u0000054p81EAA,0.0,741,-99.0
a3P4u0000054p8fEAA,2.0,601,-99.0
a3P4u0000054p8zEAA,0.0,693,-99.0
a3P4u0000054p99EAA,1.0,766,1.0
a3P4u0000054p9QEAQ,1.0,696,-99.0
a3P4u0000054p9VEAQ,0.0,712,-99.0
a3P4u0000054p9kEAA,0.0,684,0.0
a3P4u0000054p9uEAA,-99999.0,668,12.0
a3P4u0000054pA9EAI,0.0,658,2.0
a3P4u0000054pAJEAY,0.0,741,-99.0
a3P4u0000054pATEAY,0.0,694,-99.0
a3P4u0000054pAdEAI,0.0,689,-99.0
a3P4u0000054pAsEAI,-99999.0,222,-99.0
a3P4u0000054pAxEAI,0.0,707,-99.0
a3P4u0000054pB2EAI,1.0,761,-99.0
a3P4u0000054pB7EAI,0.0,711,-99.0
a3P4u0000054pBCEAY,0.0,676,-99.0
a3P4u0000054pBHEAY,-99999.0,222,-99.0
a3P4u0000054pBMEAY,0.0,706,-99.0
a3P4u0000054pBWEAY,0.0,703,-99.0
a3P4u0000054pBlEAI,0.0,760,3.0
a3P4u0000054pBqEAI,0.0,718,-99.0
a3P4u0000054pBvEAI,0.0,712,-99.0
a3P4u0000054pC5EAI,0.0,687,2.0
a3P4u0000054pCKEAY,0.0,725,1.0
a3P4u0000054pCUEAY,0.0,596,1.0
a3P4u0000054pCZEAY,1.0,727,1.0
a3P4u0000054pCeEAI,0.0,690,-99.0
a3P4u0000054pCoEAI,0.0,710,-99.0
a3P4u0000054pD8EAI,0.0,705,-99.0
a3P4u0000054pDDEAY,0.0,691,-99.0
a3P4u0000054pDIEAY,-99999.0,222,-99.0
a3P4u0000054pDTEAY,1.0,823,4.0
a3P4u0000054pDYEAY,-99999.0,222,-99.0
a3P4u0000054pDUEAY,0.0,689,-99.0
a3P4u0000054pDiEAI,0.0,737,-99.0
a3P4u0000054pDnEAI,-99999.0,222,-99.0
a3P4u0000054pDsEAI,-99999.0,222,-99.0
a3P4u0000054pE2EAI,1.0,685,1.0
a3P4u0000054pECEAY,0.0,737,-99.0
a3P4u0000054pEMEAY,0.0,733,2.0
a3P4u0000054pEREAY,2.0,747,3.0
a3P4u0000054pEbEAI,0.0,695,-99.0
a3P4u0000054pElEAI,1.0,677,1.0
a3P4u0000054pF0EAI,2.0,604,-99.0
a3P4u0000054pF5EAI,0.0,690,-99.0
a3P4u0000054pFZEAY,0.0,649,-99.0
a3P4u0000054pFoEAI,0.0,679,1.0
a3P4u0000054pFyEAI,0.0,767,3.0
a3P4u0000054pG3EAI,1.0,714,1.0
a3P4u0000054pGDEAY,0.0,710,-99.0
a3P4u0000054pGNEAY,0.0,654,1.0
a3P4u0000054pGSEAY,0.0,680,-99.0
a3P4u0000054pGXEAY,0.0,681,-99.0
a3P4u0000054pGcEAI,0.0,701,0.0
a3P4u0000054pGrEAI,0.0,696,-99.0
a3P4u0000054pH6EAI,0.0,694,-99.0
a3P4u0000054pHLEAY,0.0,686,-99.0
a3P4u0000054pHQEAY,0.0,703,-99.0
a3P4u0000054pHVEAY,1.0,664,-99.0
a3P4u0000054pHaEAI,0.0,691,1.0
a3P4u0000054pHuEAI,0.0,734,0.0
a3P4u0000054pJCEAY,0.0,681,1.0
a3P4u0000054pJWEAY,0.0,667,-99.0
a3P4u0000054pJbEAI,1.0,680,-99.0
a3P4u0000054pJlEAI,0.0,630,1.0
a3P4u0000054pJqEAI,1.0,632,1.0
a3P4u0000054pJvEAI,-99999.0,222,-99.0
a3P4u0000054pK0EAI,0.0,704,-99.0
a3P4u0000054pKFEAY,0.0,705,-99.0
a3P4u0000054pK1EAI,0.0,642,4.0
a3P4u0000054pKUEAY,0.0,674,-99.0
a3P4u0000054pKeEAI,-99999.0,222,-99.0
a3P4u0000054pKjEAI,0.0,619,1.0
a3P4u0000054pKoEAI,0.0,744,1.0
a3P4u0000054pKyEAI,0.0,670,1.0
a3P4u0000054pLDEAY,0.0,704,-99.0
a3P4u0000054pLIEAY,-99999.0,222,-99.0
a3P4u0000054pLNEAY,0.0,684,-99.0
a3P4u0000054pLeEAI,0.0,716,2.0
a3P4u0000054pLjEAI,0.0,750,2.0
a3P4u0000054pM8EAI,0.0,725,-99.0
a3P4u0000054pMIEAY,1.0,761,2.0
a3P4u0000054pMyEAI,0.0,697,2.0
a3P4u0000054pN8EAI,1.0,780,1.0
a3P4u0000054pNDEAY,0.0,644,-99.0
a3P4u0000054pNIEAY,6.0,602,1.0
a3P4u0000054pNNEAY,0.0,681,-99.0
a3P4u0000054pNSEAY,0.0,706,-99.0
a3P4u0000054pNXEAY,0.0,658,-99.0
a3P4u0000054pNhEAI,0.0,753,1.0
a3P4u0000054pNrEAI,0.0,600,-99.0
a3P4u0000054pOFEAY,0.0,742,-99.0
a3P4u0000054pOPEAY,0.0,695,-99.0
a3P4u0000054pOoEAI,-99999.0,222,-99.0
a3P4u0000054pOtEAI,1.0,730,1.0
a3P4u0000054pOyEAI,0.0,723,-99.0
a3P4u0000054pP3EAI,0.0,643,-99.0
a3P4u0000054pPDEAY,0.0,622,1.0
a3P4u0000054pPSEAY,0.0,793,1.0
a3P4u0000054pPqEAI,0.0,704,0.0
a3P4u0000054pQ0EAI,0.0,683,-99.0
a3P4u0000054pQ5EAI,0.0,740,-99.0
a3P4u0000054pQFEAY,0.0,682,1.0
a3P4u0000054pQPEAY,0.0,692,3.0
a3P4u0000054pQUEAY,1.0,785,4.0
a3P4u0000054pQZEAY,0.0,735,-99.0
a3P4u0000054pQeEAI,0.0,666,-99.0
a3P4u0000054pQjEAI,1.0,602,1.0
a3P4u0000054pQoEAI,0.0,680,-99.0
a3P4u0000054pQtEAI,0.0,725,-99.0
a3P4u0000054pQyEAI,1.0,722,-99.0
a3P4u0000054pR3EAI,1.0,573,1.0
a3P4u0000054pRDEAY,0.0,711,-99.0
a3P4u0000054pRNEAY,0.0,625,1.0
a3P4u0000054pRXEAY,0.0,704,-99.0
a3P4u0000054pRcEAI,-99999.0,222,-99.0
a3P4u0000054pRhEAI,2.0,678,-99.0
a3P4u0000054pRmEAI,0.0,660,-99.0
a3P4u0000054pRrEAI,0.0,733,-99.0
a3P4u0000054pS1EAI,0.0,747,-99.0
a3P4u0000054pWDEAY,1.0,647,1.0
a3P4u0000054pWIEAY,0.0,745,1.0
a3P4u0000054pWNEAY,-99999.0,222,-99.0
a3P4u0000054pWhEAI,0.0,665,-99.0
a3P4u0000054pWrEAI,0.0,684,-99.0
a3P4u0000054pWwEAI,0.0,707,-99.0
a3P4u0000054pX1EAI,0.0,684,0.0
a3P4u0000054pX6EAI,0.0,672,1.0
a3P4u0000054pXQEAY,-99999.0,222,-99.0
a3P4u0000054pXfEAI,0.0,706,-99.0
a3P4u0000054pXuEAI,-99999.0,222,-99.0
a3P4u0000054pY9EAI,0.0,587,2.0
a3P4u0000054pYEEAY,0.0,753,-99.0
a3P4u0000054pYOEAY,0.0,740,-99.0
a3P4u0000054pYTEAY,0.0,710,-99.0
a3P4u0000054pYYEAY,0.0,698,-99.0
a3P4u0000054pYiEAI,0.0,628,-99.0
a3P4u0000054pYnEAI,-99999.0,222,-99.0
a3P4u0000054pYsEAI,-99999.0,222,-99.0
a3P4u0000054pZ7EAI,0.0,705,-99.0
a3P4u0000054pZCEAY,0.0,692,-99.0
a3P4u0000054pZHEAY,0.0,627,-99.0
a3P4u0000054pZMEAY,-99999.0,222,-99.0
a3P4u0000054pZREAY,2.0,517,1.0
a3P4u0000054pZWEAY,0.0,814,4.0
a3P4u0000054pZbEAI,0.0,667,1.0
a3P4u0000054pZgEAI,1.0,648,-99.0
a3P4u0000054pZlEAI,0.0,688,5.0
a3P4u0000054pZqEAI,0.0,717,-99.0
a3P4u0000054pZvEAI,0.0,801,3.0
a3P4u0000054pa5EAA,0.0,723,-99.0
a3P4u0000054paAEAQ,0.0,677,1.0
a3P4u0000054pebEAA,0.0,694,-99.0
a3P4u0000054pegEAA,0.0,673,-99.0
a3P4u0000054pelEAA,0.0,574,2.0
a3P4u0000054peqEAA,0.0,648,1.0
a3P4u0000054pevEAA,1.0,703,-99.0
a3P4u0000054pfFEAQ,0.0,703,-99.0
a3P4u0000054pfKEAQ,0.0,610,1.0
a3P4u0000054pfUEAQ,1.0,578,1.0
a3P4u0000054pg3EAA,0.0,721,-99.0
a3P4u0000054pgNEAQ,-99999.0,222,-99.0
a3P4u0000054pgSEAQ,0.0,708,-99.0
a3P4u0000054pgcEAA,-99999.0,726,1.0
a3P4u0000054pghEAA,1.0,744,2.0
a3P4u0000054pgrEAA,1.0,662,1.0
a3P4u0000054ph1EAA,0.0,709,2.0
a3P4u0000054ph6EAA,0.0,691,-99.0
a3P4u0000054phGEAQ,1.0,804,7.0
a3P4u0000054phLEAQ,1.0,804,7.0
a3P4u0000054phaEAA,0.0,765,-99.0
a3P4u0000054phfEAA,1.0,769,0.0
a3P4u0000054phkEAA,0.0,662,1.0
a3P4u0000054phzEAA,0.0,722,-99.0
a3P4u0000054pi4EAA,0.0,680,-99.0
a3P4u0000054piJEAQ,0.0,707,-99.0
a3P4u0000054piTEAQ,0.0,750,-99.0
a3P4u0000054pmpEAA,0.0,708,-99.0
a3P4u0000054pmuEAA,0.0,705,-99.0
a3P4u0000054pmzEAA,0.0,713,-99.0
a3P4u0000054pn4EAA,0.0,683,-99.0
a3P4u0000054pn9EAA,0.0,624,1.0
a3P4u0000054pnEEAQ,3.0,596,1.0
a3P4u0000054pnJEAQ,1.0,707,-99.0
a3P4u0000054pnOEAQ,0.0,708,-99.0
a3P4u0000054pnTEAQ,0.0,690,-99.0
a3P4u0000054pndEAA,0.0,734,2.0
a3P4u0000054pnnEAA,0.0,723,-99.0
a3P4u0000054pnsEAA,1.0,821,0.0
a3P4u0000054pnxEAA,1.0,741,-99.0
a3P4u0000054po7EAA,0.0,691,0.0
a3P4u0000054poHEAQ,0.0,709,0.0
a3P4u0000054poMEAQ,-99999.0,222,-99.0
a3P4u0000054poREAQ,0.0,694,-99.0
a3P4u0000054pobEAA,1.0,710,0.0
a3P4u0000054pogEAA,0.0,672,-99.0
a3P4u0000054polEAA,0.0,695,-99.0
a3P4u0000054poqEAA,0.0,747,-99.0
a3P4u0000054povEAA,0.0,692,2.0
a3P4u0000054pp0EAA,-99999.0,222,-99.0
a3P4u0000054pp5EAA,0.0,701,1.0
a3P4u0000054ppAEAQ,0.0,683,1.0
a3P4u0000054ppFEAQ,0.0,709,3.0
a3P4u0000054ppPEAQ,0.0,726,-99.0
a3P4u0000054ppZEAQ,0.0,690,-99.0
a3P4u0000054ppeEAA,0.0,704,-99.0
a3P4u0000054ppjEAA,1.0,681,-99.0
a3P4u0000054pptEAA,-99999.0,222,-99.0
a3P4u0000054ppyEAA,0.0,739,1.0
a3P4u0000054pq3EAA,2.0,718,-99.0
a3P4u0000054pq8EAA,0.0,584,2.0
a3P4u0000054pqIEAQ,-99999.0,222,-99.0
a3P4u0000054pqNEAQ,0.0,702,-99.0
a3P4u0000054pqSEAQ,1.0,678,-99.0
a3P4u0000054pqcEAA,0.0,653,-99.0
a3P4u0000054pqhEAA,0.0,738,7.0
a3P4u0000054pqmEAA,0.0,716,-99.0
a3P4u0000054pqwEAA,0.0,743,-99.0
a3P4u0000054pr6EAA,-99999.0,222,-99.0
a3P4u0000054prBEAQ,0.0,702,-99.0
a3P4u0000054prLEAQ,1.0,703,-99.0
a3P4u0000054prQEAQ,0.0,731,-99.0
a3P4u0000054praEAA,0.0,680,1.0
a3P4u0000054prfEAA,0.0,616,-99.0
a3P4u0000054prkEAA,0.0,694,-99.0
a3P4u0000054prpEAA,0.0,713,-99.0
a3P4u0000054pqxEAA,-99999.0,222,-99.0
a3P4u0000054przEAA,0.0,707,-99.0
a3P4u0000054ps4EAA,0.0,575,1.0
a3P4u0000054psEEAQ,0.0,682,-99.0
a3P4u0000054psJEAQ,0.0,690,-99.0
a3P4u0000054psTEAQ,0.0,791,2.0
a3P4u0000054psdEAA,0.0,722,-99.0
a3P4u0000054psiEAA,0.0,660,1.0
a3P4u0000054psnEAA,0.0,711,1.0
a3P4u0000054pssEAA,-99999.0,222,-99.0
a3P4u0000054pt2EAA,0.0,660,-99.0
a3P4u0000054pu6EAA,1.0,688,3.0
a3P4u0000054pvAEAQ,3.0,652,-99.0
a3P4u0000054pvKEAQ,2.0,659,3.0
a3P4u0000054pvPEAQ,0.0,738,-99.0
a3P4u0000054pvUEAQ,0.0,583,2.0
a3P4u0000054pvaEAA,4.0,501,1.0
a3P4u0000054pvtEAA,2.0,675,1.0
a3P4u0000054pvyEAA,0.0,693,-99.0
a3P4u0000054pw3EAA,1.0,651,1.0
a3P4u0000054pwDEAQ,0.0,770,2.0
a3P4u0000054pwNEAQ,0.0,707,-99.0
a3P4u0000054pwXEAQ,1.0,647,-99.0
a3P4u0000054pwhEAA,0.0,679,1.0
a3P4u0000054pwmEAA,0.0,706,-99.0
a3P4u0000054pwwEAA,0.0,686,-99.0
a3P4u0000054pxBEAQ,1.0,679,-99.0
a3P4u0000054pxCEAQ,0.0,700,-99.0
a3P4u0000054pxGEAQ,0.0,625,1.0
a3P4u0000054pxLEAQ,0.0,694,-99.0
a3P4u0000054pxVEAQ,0.0,696,-99.0
a3P4u0000054pxaEAA,0.0,666,-99.0
a3P4u0000054pxkEAA,0.0,683,-99.0
a3P4u0000054pxpEAA,0.0,685,-99.0
a3P4u0000054pxuEAA,0.0,735,5.0
a3P4u0000054pxzEAA,3.0,575,2.0
a3P4u0000054py4EAA,1.0,786,6.0
a3P4u0000054py9EAA,0.0,792,2.0
a3P4u0000054pyEEAQ,-99999.0,222,-99.0
a3P4u0000054pyJEAQ,1.0,735,2.0
a3P4u0000054pyTEAQ,1.0,675,-99.0
a3P4u0000054pydEAA,0.0,715,-99.0
a3P4u0000054pyiEAA,0.0,686,-99.0
a3P4u0000054pynEAA,7.0,643,3.0
a3P4u0000054pz2EAA,-99999.0,222,-99.0
a3P4u0000054pzCEAQ,3.0,819,4.0
a3P4u0000054pzHEAQ,3.0,634,3.0
a3P4u0000054pzMEAQ,0.0,715,-99.0
a3P4u0000054pzREAQ,-99999.0,222,-99.0
a3P4u0000054pzWEAQ,0.0,708,-99.0
a3P4u0000054pzbEAA,0.0,733,-99.0
a3P4u0000054q05EAA,0.0,668,-99.0
a3P4u0000054q0FEAQ,4.0,830,3.0
a3P4u0000054q0KEAQ,0.0,706,-99.0
a3P4u0000054q0PEAQ,0.0,688,0.0
a3P4u0000054q0UEAQ,0.0,770,-99.0
a3P4u0000054q0tEAA,0.0,730,1.0
a3P4u0000054q0yEAA,0.0,650,1.0
a3P4u0000054q18EAA,-99999.0,222,-99.0
a3P4u0000054q1DEAQ,0.0,700,-99.0
a3P4u0000054q1XEAQ,0.0,691,-99.0
a3P4u0000054q1cEAA,0.0,669,1.0
a3P4u0000054q1rEAA,0.0,703,-99.0
a3P4u0000054q2BEAQ,0.0,673,-99.0
a3P4u0000054q2GEAQ,1.0,704,-99.0
a3P4u0000054q2LEAQ,0.0,655,2.0
a3P4u0000054q2QEAQ,0.0,757,1.0
a3P4u0000054q2VEAQ,1.0,692,0.0
a3P4u0000054q2aEAA,1.0,811,3.0
a3P4u0000054q2fEAA,0.0,684,-99.0
a3P4u0000054q2pEAA,0.0,715,-99.0
a3P4u0000054q2uEAA,1.0,677,-99.0
a3P4u0000054q2zEAA,0.0,741,1.0
a3P4u0000054q3EEAQ,3.0,501,1.0
a3P4u0000054q3JEAQ,0.0,600,1.0
a3P4u0000054q3TEAQ,1.0,510,2.0
a3P4u0000054q3iEAA,0.0,740,-99.0
a3P4u0000054q3xEAA,-99999.0,222,-99.0
a3P4u0000054q47EAA,1.0,730,1.0
a3P4u0000054q4HEAQ,0.0,719,3.0
a3P4u0000054q4MEAQ,0.0,686,-99.0
a3P4u0000054q4REAQ,0.0,687,-99.0
a3P4u0000054q4lEAA,0.0,689,-99.0
a3P4u0000054q4vEAA,0.0,625,1.0
a3P4u0000054q55EAA,0.0,722,-99.0
a3P4u0000054q5AEAQ,-99999.0,222,-99.0
a3P4u0000054q5KEAQ,0.0,709,-99.0
a3P4u0000054q5UEAQ,0.0,678,-99.0
a3P4u0000054q5ZEAQ,3.0,501,1.0
a3P4u0000054q5eEAA,2.0,646,1.0
a3P4u0000054q5tEAA,0.0,712,-99.0
a3P4u0000054q5yEAA,-99999.0,222,-99.0
a3P4u0000054q63EAA,0.0,688,-99.0
a3P4u0000054q68EAA,-99999.0,222,-99.0
a3P4u0000054q6IEAQ,0.0,750,1.0
a3P4u0000054q6cEAA,0.0,701,-99.0
a3P4u0000054q6rEAA,0.0,707,-99.0
a3P4u0000054q6wEAA,0.0,699,-99.0
a3P4u0000054q76EAA,0.0,697,-99.0
a3P4u0000054q7BEAQ,0.0,679,1.0
a3P4u0000054q7LEAQ,1.0,621,1.0
a3P4u0000054q8uEAA,0.0,711,1.0
a3P4u0000054q99EAA,0.0,716,-99.0
a3P4u0000054q9qEAA,2.0,683,1.0
a3P4u0000054qA0EAI,-99999.0,222,-99.0
a3P4u0000054qA5EAI,0.0,670,-99.0
a3P4u0000054qAPEAY,0.0,713,-99.0
a3P4u0000054qAUEAY,0.0,708,-99.0
a3P4u0000054qAoEAI,1.0,574,-99.0
a3P4u0000054qAtEAI,0.0,703,-99.0
a3P4u0000054qAyEAI,0.0,682,0.0
a3P4u0000054qApEAI,1.0,798,6.0
a3P4u0000054qB3EAI,4.0,685,-99.0
a3P4u0000054qB8EAI,0.0,736,1.0
a3P4u0000054qBDEAY,2.0,617,3.0
a3P4u0000054qBSEAY,1.0,718,3.0
a3P4u0000054qBXEAY,0.0,694,-99.0
a3P4u0000054qBmEAI,1.0,693,1.0
a3P4u0000054qBrEAI,0.0,697,4.0
a3P4u0000054qCBEAY,2.0,658,-99.0
a3P4u0000054qCGEAY,0.0,709,-99.0
a3P4u0000054qCQEAY,0.0,700,-99.0
a3P4u0000054qCaEAI,0.0,706,-99.0
