accountnumber,b2bcnt2y,model2score,sbfecardcount
a3P4u00000451k8EAA,0.0,617,3.0
a3P4u00000451kIEAQ,0.0,704,1.0
a3P4u00000451kNEAQ,0.0,685,2.0
a3P4u00000451kXEAQ,0.0,731,-99.0
a3P4u00000451l7EAA,1.0,606,1.0
a3P4u00000451lCEAQ,0.0,765,2.0
a3P4u00000451lMEAQ,0.0,537,1.0
a3P4u00000451lREAQ,0.0,630,-99.0
a3P4u00000451lbEAA,0.0,755,-99.0
a3P4u00000451lgEAA,0.0,645,1.0
a3P4u00000451llEAA,0.0,704,-99.0
a3P4u00000451lqEAA,0.0,664,2.0
a3P4u00000451lvEAA,0.0,645,2.0
a3P4u00000451moEAA,-99999.0,222,-99.0
a3P4u00000451mtEAA,2.0,634,-99.0
a3P4u00000451myEAA,0.0,678,-99.0
a3P4u00000451n3EAA,-99999.0,222,-99.0
a3P4u00000451nDEAQ,0.0,734,2.0
a3P4u00000451nIEAQ,0.0,759,-99.0
a3P4u00000451nNEAQ,1.0,709,1.0
a3P4u00000451ncEAA,-99999.0,222,-99.0
a3P4u00000451nmEAA,1.0,694,2.0
a3P4u00000451nwEAA,0.0,692,-99.0
a3P4u00000451o1EAA,-99999.0,222,-99.0
a3P4u00000451o6EAA,0.0,714,-99.0
a3P4u00000451oBEAQ,2.0,615,1.0
a3P4u00000451oGEAQ,0.0,775,0.0
a3P4u00000451oLEAQ,0.0,781,1.0
a3P4u00000451oQEAQ,0.0,653,2.0
a3P4u00000451oVEAQ,0.0,687,-99.0
a3P4u00000451ofEAA,0.0,686,-99.0
a3P4u00000451opEAA,0.0,738,-99.0
a3P4u00000451ouEAA,0.0,698,-99.0
a3P4u00000451pEEAQ,0.0,599,1.0
a3P4u00000451pPEAQ,0.0,686,-99.0
a3P4u00000451pZEAQ,0.0,726,-99.0
a3P4u00000451sxEAA,-99999.0,222,-99.0
a3P4u00000451tzEAA,0.0,634,1.0
a3P4u00000451u4EAA,-99999.0,222,-99.0
a3P4u00000451u9EAA,0.0,736,-99.0
a3P4u00000451uEEAQ,2.0,825,2.0
a3P4u00000451uJEAQ,0.0,686,-99.0
a3P4u00000451uOEAQ,0.0,678,-99.0
a3P4u00000451uTEAQ,0.0,587,1.0
a3P4u00000451uYEAQ,-99999.0,222,-99.0
a3P4u00000451udEAA,0.0,734,1.0
a3P4u00000451uiEAA,0.0,690,-99.0
a3P4u00000451unEAA,0.0,621,1.0
a3P4u00000451usEAA,0.0,733,-99.0
a3P4u00000451uxEAA,0.0,662,1.0
a3P4u00000451v7EAA,0.0,582,1.0
a3P4u00000451vCEAQ,0.0,720,-99.0
a3P4u00000451vHEAQ,0.0,675,2.0
a3P4u00000451vMEAQ,1.0,737,-99.0
a3P4u00000451vbEAA,-99999.0,222,-99.0
a3P4u00000451vlEAA,0.0,727,-99.0
a3P4u00000451vvEAA,-99999.0,222,-99.0
a3P4u00000451w0EAA,0.0,709,1.0
a3P4u00000451w5EAA,0.0,693,-99.0
a3P4u00000451wAEAQ,0.0,718,-99.0
a3P4u00000451wKEAQ,-99999.0,222,-99.0
a3P4u00000451wjEAA,0.0,768,2.0
a3P4u00000451woEAA,0.0,715,-99.0
a3P4u00000451wtEAA,2.0,797,2.0
a3P4u00000451wyEAA,0.0,706,-99.0
a3P4u00000451x3EAA,0.0,699,-99.0
a3P4u00000451x8EAA,0.0,691,-99.0
a3P4u00000451xSEAQ,0.0,690,-99.0
a3P4u00000451xXEAQ,-99999.0,222,-99.0
a3P4u00000451xcEAA,2.0,652,2.0
a3P4u00000451xmEAA,2.0,695,-99.0
a3P4u00000451xwEAA,-99999.0,222,-99.0
a3P4u00000451y1EAA,0.0,658,1.0
a3P4u00000451y6EAA,0.0,711,-99.0
a3P4u00000451yLEAQ,3.0,619,1.0
a3P4u00000451yQEAQ,0.0,704,-99.0
a3P4u00000451yfEAA,0.0,609,-99.0
a3P4u00000451ykEAA,-99999.0,665,1.0
a3P4u00000451yuEAA,0.0,687,-99.0
a3P4u00000451yzEAA,0.0,664,2.0
a3P4u00000451z4EAA,0.0,719,-99.0
a3P4u00000451z9EAA,-99999.0,222,-99.0
a3P4u00000451zEEAQ,1.0,567,-99.0
a3P4u00000451zJEAQ,2.0,533,2.0
a3P4u00000451zTEAQ,-99999.0,222,-99.0
a3P4u00000451zYEAQ,0.0,715,4.0
a3P4u000004520bEAA,0.0,687,-99.0
a3P4u000004521KEAQ,0.0,609,1.0
a3P4u000004523kEAA,-99999.0,222,-99.0
a3P4u000004524iEAA,-99999.0,222,-99.0
a3P4u000004524xEAA,0.0,731,-99.0
a3P4u0000045257EAA,2.0,657,1.0
a3P4u000004525CEAQ,3.0,677,1.0
a3P4u000004525MEAQ,2.0,664,7.0
a3P4u000004525WEAQ,0.0,788,2.0
a3P4u000004525bEAA,2.0,709,2.0
a3P4u000004525gEAA,0.0,687,1.0
a3P4u000004525lEAA,0.0,710,2.0
a3P4u000004525vEAA,0.0,618,-99.0
a3P4u0000045260EAA,0.0,810,3.0
a3P4u0000045265EAA,0.0,665,-99.0
a3P4u000004526FEAQ,0.0,746,2.0
a3P4u000004526KEAQ,0.0,565,0.0
a3P4u000004526UEAQ,0.0,767,5.0
a3P4u000004526ZEAQ,1.0,703,4.0
a3P4u000004526eEAA,-99999.0,222,-99.0
a3P4u000004526jEAA,0.0,737,2.0
a3P4u000004526oEAA,0.0,711,3.0
a3P4u000004526yEAA,-99999.0,670,1.0
a3P4u0000045273EAA,0.0,708,-99.0
a3P4u0000045278EAA,0.0,683,-99.0
a3P4u000004527IEAQ,2.0,717,-99.0
a3P4u000004527XEAQ,-99999.0,222,-99.0
a3P4u000004527cEAA,0.0,662,-99.0
a3P4u000004527hEAA,2.0,501,2.0
a3P4u000004527mEAA,-99999.0,222,-99.0
a3P4u000004527rEAA,0.0,694,1.0
a3P4u000004527wEAA,0.0,718,-99.0
a3P4u0000045281EAA,0.0,716,1.0
a3P4u000004528BEAQ,0.0,736,1.0
a3P4u000004528LEAQ,0.0,581,1.0
a3P4u000004528aEAA,1.0,675,1.0
a3P4u000004528fEAA,-99999.0,222,-99.0
a3P4u000004528uEAA,1.0,700,4.0
a3P4u0000045294EAA,0.0,550,2.0
a3P4u0000045299EAA,0.0,679,-99.0
a3P4u000004529EEAQ,0.0,729,-99.0
a3P4u000004529JEAQ,0.0,716,-99.0
a3P4u000004529OEAQ,0.0,694,-99.0
a3P4u000004529TEAQ,0.0,709,3.0
a3P4u000004529YEAQ,1.0,693,1.0
a3P4u000004529dEAA,0.0,637,-99.0
a3P4u000004529iEAA,0.0,718,-99.0
a3P4u000004529nEAA,0.0,673,1.0
a3P4u00000452A2EAI,2.0,570,2.0
a3P4u00000452A7EAI,-99999.0,639,1.0
a3P4u00000452AHEAY,0.0,695,-99.0
a3P4u00000452AMEAY,3.0,635,1.0
a3P4u00000452AREAY,1.0,756,1.0
a3P4u00000452AWEAY,4.0,575,5.0
a3P4u00000452AlEAI,0.0,717,-99.0
a3P4u00000452AqEAI,1.0,611,1.0
a3P4u00000452B5EAI,0.0,704,-99.0
a3P4u00000452BKEAY,3.0,706,-99.0
a3P4u00000452BPEAY,0.0,745,2.0
a3P4u00000452BUEAY,0.0,597,1.0
a3P4u00000452BeEAI,-99999.0,222,-99.0
a3P4u00000452BtEAI,2.0,584,1.0
a3P4u00000452ByEAI,-99999.0,222,-99.0
a3P4u00000452CDEAY,0.0,742,-99.0
a3P4u00000452CIEAY,1.0,724,2.0
a3P4u00000452CXEAY,-99999.0,222,-99.0
a3P4u00000452CcEAI,-99999.0,222,-99.0
a3P4u00000452DBEAY,1.0,749,2.0
a3P4u00000452DGEAY,0.0,708,1.0
a3P4u00000452DLEAY,0.0,704,1.0
a3P4u00000452DQEAY,0.0,716,-99.0
a3P4u00000452DfEAI,0.0,703,-99.0
a3P4u00000452DzEAI,0.0,687,-99.0
a3P4u00000452E4EAI,0.0,685,-99.0
a3P4u00000452ETEAY,0.0,710,-99.0
a3P4u00000452EdEAI,0.0,697,2.0
a3P4u00000452EnEAI,0.0,734,-99.0
a3P4u00000452F2EAI,0.0,603,2.0
a3P4u00000452F7EAI,0.0,609,1.0
a3P4u00000452FREAY,1.0,640,-99.0
a3P4u00000452FWEAY,1.0,661,-99.0
a3P4u00000452FbEAI,0.0,667,1.0
a3P4u00000452FgEAI,0.0,682,-99.0
a3P4u00000452FlEAI,1.0,740,1.0
a3P4u00000452FvEAI,1.0,683,-99.0
a3P4u00000452G5EAI,0.0,621,1.0
a3P4u00000452GAEAY,0.0,653,-99.0
a3P4u00000452GKEAY,0.0,685,-99.0
a3P4u00000452GeEAI,0.0,676,-99.0
a3P4u00000452GoEAI,0.0,645,-99.0
a3P4u00000452GyEAI,0.0,628,1.0
a3P4u00000452H8EAI,0.0,706,1.0
a3P4u00000452HDEAY,0.0,617,-99.0
a3P4u00000452HIEAY,3.0,775,-99.0
a3P4u00000452HSEAY,0.0,670,2.0
a3P4u00000452HhEAI,8.0,714,2.0
a3P4u00000452HrEAI,-99999.0,222,-99.0
a3P4u00000452HwEAI,0.0,649,-99.0
a3P4u00000452IQEAY,-99999.0,222,-99.0
a3P4u00000452IVEAY,6.0,501,11.0
a3P4u00000452IaEAI,2.0,657,2.0
a3P4u00000452IfEAI,-99999.0,222,-99.0
a3P4u00000452IkEAI,3.0,713,1.0
a3P4u00000452IuEAI,0.0,670,0.0
a3P4u00000452J4EAI,0.0,695,2.0
a3P4u00000452J9EAI,0.0,771,-99.0
a3P4u00000452JJEAY,0.0,713,0.0
a3P4u00000452JOEAY,0.0,708,-99.0
a3P4u00000452JYEAY,-99999.0,222,-99.0
a3P4u00000452JsEAI,1.0,617,1.0
a3P4u00000452KMEAY,0.0,678,-99.0
a3P4u00000452KREAY,0.0,688,2.0
a3P4u00000452KgEAI,0.0,711,-99.0
a3P4u00000452KlEAI,-99999.0,222,-99.0
a3P4u00000452KqEAI,0.0,615,1.0
a3P4u00000452L5EAI,0.0,711,-99.0
a3P4u00000452LAEAY,5.0,578,1.0
a3P4u00000452LKEAY,1.0,723,-99.0
a3P4u00000452LPEAY,0.0,701,-99.0
a3P4u00000452LUEAY,0.0,704,1.0
a3P4u00000452LeEAI,0.0,672,-99.0
a3P4u00000452LyEAI,0.0,640,2.0
a3P4u00000452M8EAI,-99999.0,222,-99.0
a3P4u00000452MXEAY,0.0,686,-99.0
a3P4u00000452McEAI,-99999.0,768,1.0
a3P4u00000452MhEAI,-99999.0,222,-99.0
a3P4u00000452MmEAI,0.0,723,1.0
a3P4u00000452MwEAI,1.0,501,0.0
a3P4u00000452N6EAI,0.0,705,-99.0
a3P4u00000452NBEAY,-99999.0,222,-99.0
a3P4u00000452NQEAY,0.0,820,2.0
a3P4u00000452NVEAY,0.0,767,1.0
a3P4u00000452NfEAI,0.0,680,-99.0
a3P4u00000452NpEAI,-99999.0,222,-99.0
a3P4u00000452NzEAI,0.0,675,-99.0
a3P4u00000452O4EAI,1.0,686,-99.0
a3P4u00000452O9EAI,0.0,706,-99.0
a3P4u00000452OEEAY,0.0,687,-99.0
a3P4u00000452OJEAY,-99999.0,222,-99.0
a3P4u00000452OOEAY,0.0,688,-99.0
a3P4u00000452OxEAI,2.0,742,1.0
a3P4u00000452PREAY,0.0,638,1.0
a3P4u00000452PWEAY,1.0,715,-99.0
a3P4u00000452PbEAI,0.0,694,-99.0
a3P4u00000452PqEAI,0.0,646,-99.0
a3P4u00000452PvEAI,0.0,728,1.0
a3P4u00000452Q0EAI,0.0,741,3.0
a3P4u00000452Q5EAI,0.0,629,1.0
a3P4u00000452QKEAY,-99999.0,222,-99.0
a3P4u00000452QUEAY,0.0,755,1.0
a3P4u00000452QZEAY,0.0,753,-99.0
a3P4u00000452QoEAI,-99999.0,222,-99.0
a3P4u00000452QyEAI,0.0,683,-99.0
a3P4u00000452R3EAI,0.0,657,-99.0
a3P4u00000452RSEAY,0.0,741,2.0
a3P4u00000452RXEAY,1.0,720,1.0
a3P4u00000452RhEAI,0.0,767,3.0
a3P4u00000452RmEAI,0.0,712,0.0
a3P4u00000452RrEAI,0.0,737,1.0
a3P4u00000452RwEAI,0.0,691,1.0
a3P4u00000452S1EAI,0.0,688,-99.0
a3P4u00000452S6EAI,2.0,681,-99.0
a3P4u00000452SBEAY,1.0,752,-99.0
a3P4u00000452SLEAY,-99999.0,222,-99.0
a3P4u00000452SQEAY,0.0,702,-99.0
a3P4u00000452SaEAI,0.0,703,-99.0
a3P4u00000452SfEAI,0.0,708,-99.0
a3P4u00000452SkEAI,1.0,614,1.0
a3P4u00000452SuEAI,0.0,690,-99.0
a3P4u00000452TYEAY,0.0,652,1.0
a3P4u00000452TdEAI,1.0,742,-99.0
a3P4u00000452TiEAI,-99999.0,222,-99.0
a3P4u00000452TxEAI,0.0,711,-99.0
a3P4u00000452U2EAI,0.0,657,3.0
a3P4u00000452U7EAI,0.0,696,-99.0
a3P4u00000452UHEAY,0.0,690,-99.0
a3P4u00000452UMEAY,0.0,501,2.0
a3P4u00000452UWEAY,0.0,735,2.0
a3P4u00000452UbEAI,0.0,687,-99.0
a3P4u00000452UlEAI,2.0,695,-99.0
a3P4u00000452UqEAI,0.0,743,2.0
a3P4u00000452V0EAI,1.0,610,-99.0
a3P4u00000452V5EAI,0.0,725,-99.0
a3P4u00000452VKEAY,1.0,672,1.0
a3P4u00000452VZEAY,1.0,694,1.0
a3P4u00000452VeEAI,0.0,735,-99.0
a3P4u00000452VjEAI,0.0,704,-99.0
a3P4u00000452VyEAI,0.0,675,2.0
a3P4u00000452W3EAI,1.0,640,2.0
a3P4u00000452WcEAI,1.0,674,-99.0
a3P4u00000452WhEAI,0.0,753,-99.0
a3P4u00000452WwEAI,-99999.0,222,-99.0
a3P4u00000452X1EAI,-99999.0,222,-99.0
a3P4u00000452X6EAI,-99999.0,222,-99.0
a3P4u00000452XBEAY,0.0,727,-99.0
a3P4u00000452XLEAY,1.0,667,-99.0
a3P4u00000452XaEAI,0.0,742,1.0
a3P4u00000452XfEAI,-99999.0,222,-99.0
a3P4u00000452XpEAI,1.0,748,4.0
a3P4u00000452XzEAI,1.0,736,-99.0
a3P4u00000452Y4EAI,0.0,719,-99.0
a3P4u00000452YJEAY,0.0,711,-99.0
a3P4u00000452YTEAY,0.0,717,3.0
a3P4u00000452YnEAI,2.0,628,2.0
a3P4u00000452YsEAI,0.0,746,-99.0
a3P4u00000452YxEAI,0.0,738,-99.0
a3P4u00000452Z7EAI,0.0,683,-99.0
a3P4u00000452ZCEAY,0.0,703,-99.0
a3P4u00000452ZHEAY,0.0,649,-99.0
a3P4u00000452ZWEAY,0.0,612,0.0
a3P4u00000452ZbEAI,3.0,622,14.0
a3P4u00000452a0EAA,0.0,734,2.0
a3P4u00000452a5EAA,0.0,734,-99.0
a3P4u00000452aKEAQ,3.0,726,10.0
a3P4u00000452aPEAQ,2.0,675,-99.0
a3P4u00000452b3EAA,2.0,843,13.0
a3P4u00000452bDEAQ,-99999.0,222,-99.0
a3P4u00000452bcEAA,1.0,647,1.0
a3P4u00000452bmEAA,5.0,578,5.0
a3P4u00000452bwEAA,1.0,657,-99.0
a3P4u00000452cyEAA,0.0,611,-99.0
a3P4u00000452d3EAA,0.0,711,-99.0
a3P4u00000452d8EAA,0.0,715,-99.0
a3P4u00000452dDEAQ,1.0,684,0.0
a3P4u00000452dSEAQ,1.0,673,-99.0
a3P4u00000452e6EAA,1.0,737,1.0
a3P4u00000452eBEAQ,0.0,671,2.0
a3P4u00000452eLEAQ,0.0,694,2.0
a3P4u00000452eQEAQ,0.0,750,6.0
a3P4u00000452efEAA,0.0,681,-99.0
a3P4u00000452ekEAA,-99999.0,222,-99.0
a3P4u00000452epEAA,-99999.0,222,-99.0
a3P4u00000452euEAA,1.0,764,1.0
a3P4u00000452ezEAA,2.0,612,0.0
a3P4u00000452f4EAA,0.0,709,-99.0
a3P4u00000452f9EAA,-99999.0,222,-99.0
a3P4u00000452fEEAQ,0.0,701,-99.0
a3P4u00000452fOEAQ,0.0,722,-99.0
a3P4u00000452fTEAQ,1.0,715,3.0
a3P4u00000452fiEAA,-99999.0,222,-99.0
a3P4u00000452fnEAA,0.0,687,1.0
a3P4u00000452fsEAA,0.0,715,-99.0
a3P4u00000452g2EAA,0.0,709,1.0
a3P4u00000452gHEAQ,2.0,718,-99.0
a3P4u00000452gMEAQ,0.0,713,0.0
a3P4u00000452gbEAA,0.0,673,-99.0
a3P4u00000452ggEAA,-99999.0,222,-99.0
a3P4u00000452glEAA,-99999.0,222,-99.0
a3P4u00000452haEAA,0.0,649,1.0
a3P4u00000452hfEAA,0.0,744,2.0
a3P4u00000452hpEAA,0.0,691,-99.0
a3P4u00000452huEAA,0.0,680,-99.0
a3P4u00000452hzEAA,0.0,617,1.0
a3P4u00000452i4EAA,2.0,501,1.0
a3P4u00000452i9EAA,0.0,712,-99.0
a3P4u00000452iEEAQ,0.0,710,-99.0
a3P4u00000452iOEAQ,0.0,768,2.0
a3P4u00000452iTEAQ,0.0,713,-99.0
a3P4u00000452idEAA,0.0,717,1.0
a3P4u00000452iiEAA,0.0,574,-99.0
a3P4u00000452inEAA,2.0,662,6.0
a3P4u00000452isEAA,0.0,606,1.0
a3P4u00000452ixEAA,0.0,742,1.0
a3P4u00000452j2EAA,0.0,694,-99.0
a3P4u00000452jCEAQ,0.0,736,3.0
a3P4u00000452jHEAQ,0.0,628,2.0
a3P4u00000452jMEAQ,-99999.0,222,-99.0
a3P4u00000452jWEAQ,0.0,657,1.0
a3P4u00000452jbEAA,0.0,556,2.0
a3P4u00000452jqEAA,-99999.0,649,1.0
a3P4u00000452jvEAA,0.0,721,-99.0
a3P4u00000452k5EAA,0.0,737,1.0
a3P4u00000452kFEAQ,1.0,778,18.0
a3P4u00000452kgEAA,0.0,733,-99.0
a3P4u00000452kvEAA,0.0,670,-99.0
a3P4u00000452l0EAA,1.0,735,0.0
a3P4u00000452lAEAQ,2.0,501,2.0
a3P4u00000452lFEAQ,1.0,671,-99.0
a3P4u00000452lPEAQ,0.0,719,1.0
a3P4u00000452loEAA,1.0,687,-99.0
a3P4u00000452ltEAA,-99999.0,222,-99.0
a3P4u00000452m3EAA,-99999.0,222,-99.0
a3P4u00000452m8EAA,1.0,772,-99.0
a3P4u00000452mDEAQ,3.0,562,1.0
a3P4u00000452mIEAQ,-99999.0,222,-99.0
a3P4u00000452mXEAQ,5.0,662,1.0
a3P4u00000452mcEAA,0.0,791,3.0
a3P4u00000452mmEAA,0.0,656,-99.0
a3P4u00000452nLEAQ,0.0,720,-99.0
a3P4u00000452nVEAQ,0.0,730,1.0
a3P4u00000452nuEAA,0.0,538,1.0
a3P4u00000452pbEAA,3.0,680,1.0
a3P4u00000452spEAA,0.0,687,-99.0
a3P4u00000452xLEAQ,1.0,738,0.0
a3P4u00000452xQEAQ,2.0,723,1.0
a3P4u00000452xfEAA,0.0,727,-99.0
a3P4u00000452xzEAA,0.0,709,1.0
a3P4u00000452y9EAA,0.0,664,1.0
a3P4u00000452yEEAQ,0.0,685,-99.0
a3P4u00000452yJEAQ,3.0,610,4.0
a3P4u00000452yOEAQ,1.0,698,2.0
a3P4u00000452yTEAQ,0.0,715,-99.0
a3P4u00000452yYEAQ,0.0,671,-99.0
a3P4u00000452ydEAA,0.0,704,-99.0
a3P4u00000452yiEAA,1.0,730,1.0
a3P4u00000452ynEAA,0.0,687,-99.0
a3P4u00000452ysEAA,3.0,610,4.0
a3P4u00000452yxEAA,1.0,771,2.0
a3P4u00000452z2EAA,-99999.0,222,-99.0
a3P4u00000452z7EAA,-99999.0,222,-99.0
a3P4u00000452zCEAQ,0.0,701,-99.0
a3P4u00000452zHEAQ,0.0,691,-99.0
a3P4u00000452zMEAQ,0.0,546,4.0
a3P4u00000452zREAQ,0.0,621,1.0
a3P4u00000452zWEAQ,2.0,670,1.0
a3P4u00000452zgEAA,0.0,727,0.0
a3P4u00000452zlEAA,0.0,644,-99.0
a3P4u00000452zqEAA,0.0,786,1.0
a3P4u00000452zvEAA,0.0,637,-99.0
a3P4u0000045300EAA,0.0,680,-99.0
a3P4u0000045305EAA,0.0,715,1.0
a3P4u000004530FEAQ,1.0,742,3.0
a3P4u000004530PEAQ,0.0,687,-99.0
a3P4u000004530UEAQ,0.0,569,2.0
a3P4u000004530ZEAQ,0.0,683,1.0
a3P4u000004530jEAA,0.0,676,-99.0
a3P4u000004530oEAA,5.0,538,2.0
a3P4u000004530tEAA,1.0,677,7.0
a3P4u000004530yEAA,0.0,611,-99.0
a3P4u0000045313EAA,0.0,684,-99.0
a3P4u0000045318EAA,0.0,701,-99.0
a3P4u000004531IEAQ,0.0,703,-99.0
a3P4u000004531cEAA,-99999.0,222,-99.0
a3P4u000004531mEAA,0.0,689,-99.0
a3P4u0000045326EAA,1.0,849,5.0
a3P4u000004532BEAQ,1.0,706,-99.0
a3P4u000004532QEAQ,-99999.0,222,-99.0
a3P4u000004532fEAA,-99999.0,222,-99.0
a3P4u000004532zEAA,1.0,695,-99.0
a3P4u0000045339EAA,0.0,723,-99.0
a3P4u000004533JEAQ,0.0,717,1.0
a3P4u000004533dEAA,0.0,703,-99.0
a3P4u000004533nEAA,-99999.0,222,-99.0
a3P4u000004533xEAA,0.0,715,-99.0
a3P4u0000045342EAA,0.0,647,-99.0
a3P4u0000045347EAA,0.0,769,1.0
a3P4u000004534CEAQ,0.0,688,-99.0
a3P4u000004534HEAQ,-99999.0,222,-99.0
a3P4u000004534REAQ,1.0,714,2.0
a3P4u000004534WEAQ,0.0,645,-99.0
a3P4u000004534bEAA,-99999.0,721,0.0
a3P4u000004534gEAA,0.0,635,-99.0
a3P4u000004534lEAA,2.0,605,0.0
a3P4u000004534qEAA,1.0,694,1.0
a3P4u000004534vEAA,2.0,602,-99.0
a3P4u0000045350EAA,0.0,612,-99.0
a3P4u000004535eEAA,0.0,665,-99.0
a3P4u0000045363EAA,1.0,641,-99.0
a3P4u000004536DEAQ,1.0,734,0.0
a3P4u000004536NEAQ,2.0,678,-99.0
a3P4u000004536SEAQ,0.0,586,-99.0
a3P4u000004536mEAA,0.0,678,-99.0
a3P4u000004536wEAA,-99999.0,222,-99.0
a3P4u0000045376EAA,0.0,677,-99.0
a3P4u000004537QEAQ,2.0,713,0.0
a3P4u000004537fEAA,0.0,688,-99.0
a3P4u000004537kEAA,2.0,771,1.0
a3P4u000004537pEAA,0.0,702,-99.0
a3P4u000004537uEAA,-99999.0,222,-99.0
a3P4u0000045384EAA,2.0,707,-99.0
a3P4u0000045389EAA,6.0,561,1.0
a3P4u000004538JEAQ,2.0,600,4.0
a3P4u000004538dEAA,0.0,698,-99.0
a3P4u0000045392EAA,0.0,740,1.0
a3P4u0000045397EAA,0.0,685,-99.0
a3P4u000004539CEAQ,1.0,788,3.0
a3P4u000004539uEAA,-99999.0,222,-99.0
a3P4u00000453ATEAY,0.0,678,-99.0
a3P4u00000453AYEAY,2.0,729,1.0
a3P4u00000453AoEAI,2.0,678,6.0
a3P4u00000453AyEAI,-99999.0,222,-99.0
a3P4u00000453B3EAI,0.0,706,-99.0
a3P4u00000453B8EAI,0.0,707,-99.0
a3P4u00000453BDEAY,0.0,695,-99.0
a3P4u00000453BIEAY,0.0,674,-99.0
a3P4u00000453BNEAY,0.0,685,2.0
a3P4u00000453BXEAY,0.0,729,0.0
a3P4u00000453BcEAI,0.0,686,2.0
a3P4u00000453BmEAI,1.0,781,3.0
a3P4u00000453BrEAI,0.0,738,1.0
a3P4u00000453BwEAI,0.0,709,-99.0
a3P4u00000453C1EAI,0.0,659,-99.0
a3P4u00000453C6EAI,-99999.0,222,-99.0
a3P4u00000453CBEAY,0.0,709,-99.0
a3P4u00000453CGEAY,0.0,695,-99.0
a3P4u00000453CVEAY,0.0,702,1.0
a3P4u00000453CfEAI,2.0,538,-99.0
a3P4u00000453CkEAI,0.0,716,-99.0
a3P4u00000453CzEAI,-99999.0,222,-99.0
a3P4u00000453D4EAI,0.0,726,-99.0
a3P4u00000453D9EAI,1.0,564,-99.0
a3P4u00000453DEEAY,0.0,689,-99.0
a3P4u00000453DJEAY,0.0,713,-99.0
a3P4u00000453DOEAY,0.0,719,-99.0
a3P4u00000453DTEAY,1.0,696,-99.0
a3P4u00000453DiEAI,0.0,727,0.0
a3P4u00000453DnEAI,0.0,693,2.0
a3P4u00000453DxEAI,0.0,652,-99.0
a3P4u00000453E7EAI,0.0,763,1.0
a3P4u00000453ECEAY,0.0,694,-99.0
a3P4u00000453EMEAY,-99999.0,645,1.0
a3P4u00000453EREAY,0.0,665,2.0
a3P4u00000453EbEAI,0.0,648,-99.0
a3P4u00000453EvEAI,1.0,727,-99.0
a3P4u00000453F0EAI,0.0,746,-99.0
a3P4u00000453FFEAY,-99999.0,222,-99.0
a3P4u00000453FKEAY,0.0,672,-99.0
a3P4u00000453FPEAY,0.0,724,0.0
a3P4u00000453FUEAY,0.0,778,1.0
a3P4u00000453FeEAI,0.0,715,-99.0
a3P4u00000453FjEAI,0.0,630,1.0
a3P4u00000453FoEAI,-99999.0,550,3.0
a3P4u00000453FtEAI,-99999.0,222,-99.0
a3P4u00000453FyEAI,0.0,675,2.0
a3P4u00000453FaEAI,0.0,684,-99.0
a3P4u00000453G3EAI,0.0,707,-99.0
a3P4u00000453G8EAI,-99999.0,222,-99.0
a3P4u00000453GDEAY,0.0,698,-99.0
a3P4u00000453GqEAI,0.0,708,-99.0
a3P4u00000453HAEAY,1.0,619,-99.0
a3P4u00000453HFEAY,-99999.0,222,-99.0
a3P4u00000453HKEAY,0.0,727,-99.0
a3P4u00000453HPEAY,-99999.0,222,-99.0
a3P4u00000453HeEAI,0.0,600,1.0
a3P4u00000453HjEAI,0.0,662,1.0
a3P4u00000453HyEAI,2.0,588,2.0
a3P4u00000453I8EAI,0.0,750,-99.0
a3P4u00000453INEAY,-99999.0,222,-99.0
a3P4u00000453IXEAY,0.0,688,-99.0
a3P4u00000453IcEAI,0.0,728,-99.0
a3P4u00000453IhEAI,0.0,727,-99.0
a3P4u00000453ImEAI,0.0,596,1.0
a3P4u00000453IwEAI,0.0,716,-99.0
a3P4u00000453J1EAI,0.0,643,2.0
a3P4u00000453J6EAI,-99999.0,222,-99.0
a3P4u00000453JBEAY,1.0,667,1.0
a3P4u00000453JGEAY,3.0,637,8.0
a3P4u00000453JQEAY,0.0,705,-99.0
a3P4u00000453JpEAI,1.0,660,1.0
a3P4u00000453K4EAI,-99999.0,222,-99.0
a3P4u00000453KOEAY,-99999.0,222,-99.0
a3P4u00000453KTEAY,0.0,735,-99.0
a3P4u00000453KnEAI,0.0,719,1.0
a3P4u00000453KsEAI,1.0,736,2.0
a3P4u00000453LHEAY,1.0,630,-99.0
a3P4u00000453LREAY,1.0,586,1.0
a3P4u00000453LWEAY,0.0,676,-99.0
a3P4u00000453LgEAI,0.0,670,-99.0
a3P4u00000453LlEAI,0.0,713,-99.0
a3P4u00000453LqEAI,0.0,714,-99.0
a3P4u00000453LvEAI,0.0,721,-99.0
a3P4u00000453M0EAI,0.0,667,2.0
a3P4u00000453M5EAI,0.0,712,-99.0
a3P4u00000453MZEAY,0.0,642,1.0
a3P4u00000453MoEAI,0.0,674,-99.0
a3P4u00000453MtEAI,0.0,693,-99.0
a3P4u00000453MyEAI,0.0,700,-99.0
a3P4u00000453N8EAI,0.0,657,-99.0
a3P4u00000453NDEAY,0.0,624,1.0
a3P4u00000453NIEAY,0.0,690,1.0
a3P4u00000453NNEAY,0.0,714,1.0
a3P4u00000453NhEAI,1.0,705,0.0
a3P4u00000453NrEAI,0.0,729,-99.0
a3P4u00000453NwEAI,-99999.0,222,-99.0
a3P4u00000453O1EAI,3.0,531,1.0
a3P4u00000453O6EAI,0.0,741,-99.0
